Phylum,Class,Order,Family,Genus,S1,S2,S3,S4,S5,S6,MOsof,MOtun,MOexo,MOcru,MOcus,MOsta,L1,L2,L3,L4,EDasx,EDsxpl,EDsxbe,EDsxbr,LDpk,LDlc,LDdi,LHtub,LHbur,LHfre,LHcre,LHepi,LHatt,Sd0,Sd1,Sd2,Sd3,Fspf,Fsdf,Fssf,Fsca,Fprd,Fpar,M1,M4,M3,M2,Rdif,Rsrf,Rup,Rdow,Rno
Arthropoda,Malacostraca,Mysida,Mysidae,Schistomysis,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Mysida,Mysidae,,1,1,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,0,3,3,1,0,1,0,0,0
Arthropoda,Malacostraca,Stomatopoda,Squillidae,Rissoides,0,0,3,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,3,3,3,3,1,0,0,0
Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Akanthophoreus,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Apseudes,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,1,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Pseudoparatanais,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Tanaidacea,Tanaellidae,Araphura,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Tanaidacea,Tanaididae ,Tanais,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Tanaidacea,Tanaopsidae,Tanaopsis,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Tanaidacea,Typhlotanaidae,Typhlotanais,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Tanaidacea,,,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3,1,1,0,3,0,0,0,1,3,0,0,0,0,0,0,3,0,0,1,0,0,0
Arthropoda,Ostracoda,Myodocopida,Sarsiellidae,Eusarsiella,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
Arthropoda,Ostracoda,Myodocopida,Philomedidae,Philomedes,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Arthropoda,Ostracoda,Podocopida,Macrocyprididae,Macrocypris,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Achelia,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,2,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Pycnogonida,Pantopoda,Callipallenidae,Callipallene,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,3,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,2,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Pycnogonida,Pantopoda,Nymphonidae,Nymphon,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,3,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,2,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,Anoplodactylus,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,3,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,2,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Pycnogonida,Pantopoda,Phoxichilidiidae,Phoxichilidium,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,3,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,2,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Pycnogonida,Pantopoda,Pycnogonidae,Pycnogonum,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,3,3,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,2,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Thecostraca ,Balanomorpha,Archaeobalanidae,Acasta,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,1
Arthropoda,Thecostraca ,Balanomorpha,Austrobalanidae,Austrominius,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,1
Arthropoda,Thecostraca ,Balanomorpha,Balanidae,Balanus,0,1,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,1
Arthropoda,Thecostraca ,Balanomorpha,Pyrgomatidae,Megatrema,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,1
Arthropoda,Thecostraca ,Pollicipedomorpha,Pollicipedidae,Pollicipes,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,1
Arthropoda,Thecostraca ,Rhizocephala,Peltogastridae,Galatheascus,1,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1
Arthropoda,Thecostraca ,Rhizocephala,Triangulidae,Triangulus,1,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1
Arthropoda,Thecostraca ,Scalpelliformes,Scalpellidae,Scalpellum,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,1
Arthropoda,Thecostraca ,Verrucomorpha ,Verrucidae,Verruca,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,1
Brachiopoda,Rhynchonellata,Terebratulida,Zeilleriidae,Macandrevia,0,1,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,1,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,1
Bryozoa,Gymnolaemata,Cheilostomatida,Adeonidae,Reptadeonella,0,0,1,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,1,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Aeteidae,Aetea,0,1,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Antroporidae,Rosseliana,0,1,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Beaniidae,Beania,0,1,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Hippoporina,0,0,1,0,0,0,0,0,3,1,0,3,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora,0,0,1,1,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Schizomavella,0,3,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,,0,1,1,1,0,0,0,0,3,1,0,1,1,1,1,1,0,0,0,3,0,3,0,0,0,0,0,1,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Bryocrypellidae,Porella,0,1,1,1,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Bryocryptellidae,Palmiskenea,0,1,1,0,0,0,0,0,3,0,0,3,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bicellariella,0,0,3,0,0,0,0,0,3,0,0,3,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bicellarina,0,0,3,0,0,0,0,0,3,0,0,3,0,1,1,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Dendrobeania,0,0,1,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,,0,0,1,0,0,0,0,0,3,0,0,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Alderina,0,1,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Amphiblestrum,0,1,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Callopora,0,3,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Cauloramphus,0,1,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Parellisina,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Ramphonotus,0,1,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,1,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Tegella,0,3,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,,0,1,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Scrupocellaria,0,3,0,0,0,0,0,0,3,0,0,3,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Tricellaria,0,0,3,0,0,0,0,0,3,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Cellariidae,Cellaria,0,0,2,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Buskea,0,1,1,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Cellepora,0,0,1,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Celleporina,0,1,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Lagenipora,0,1,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Omalosecosa,0,0,3,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Turbicellepora,0,0,3,0,0,0,0,0,3,3,0,3,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,,0,1,1,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Cheiloporinidae,Hagiosynodos,0,1,1,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Chorizoporidae,Chorizopora,0,1,1,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Cribrilinidae,Cribrilina,0,1,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Cribrilinidae,Figularia,0,1,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Cribrilinidae,Membraniporella,0,1,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Cribrilinidae,Puellina,0,1,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Cribrilinidae,,0,1,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Aspidelectra,0,1,1,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Conopeum,0,0,1,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra,0,1,1,0,0,0,0,0,3,1,0,0,1,1,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Pyripora,0,1,1,1,0,0,0,0,3,1,0,0,1,1,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,,0,1,1,1,0,0,0,0,3,1,0,0,1,1,0,0,0,1,0,1,0,3,0,0,0,0,0,1,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Epistomiidae,Epistomia,0,1,0,0,0,0,0,0,3,0,0,2,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Escharellidae,Escharella,0,3,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Escharinidae,Escharina,0,1,1,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Escharinidae,Phaeostachys,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Escharinidae,,0,1,1,0,0,0,0,0,3,1,0,1,1,1,1,1,0,0,0,3,0,3,0,0,0,0,0,3,1,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Eucrateidae,Eucratea,0,0,0,1,1,0,0,0,3,0,0,1,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Exochellidae,Escharoides,0,0,1,1,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Fenestrulinidae,Fenestrulina,0,1,1,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Flustridae,Chartella,0,0,3,0,0,0,0,0,3,0,0,3,0,1,1,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Flustridae,Flustra,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Flustridae,Hincksina,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Flustridae,Securiflustra,0,0,0,1,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Flustridae,,0,1,1,1,0,0,0,0,3,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Haplopomidae,Haplopoma,0,1,1,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Hippothoidae,Celleporella,0,3,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Hippothoidae,Hippothoa,0,1,1,0,0,0,0,0,3,2,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,1,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Microporellidae,Microporella,0,3,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Microporidae,Micropora,0,1,0,0,0,0,0,0,3,0,0,2,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,Reteporella,0,0,3,0,0,0,0,0,3,0,0,3,0,1,1,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,Rhynchozoon,0,0,1,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,Schizotheca,1,1,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,,1,1,1,0,0,0,0,0,3,1,0,1,1,1,1,0,0,0,0,3,0,1,0,0,0,0,0,1,1,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizobrachiella,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Scrupariidae,Scruparia,0,1,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Parasmittina,0,3,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3
