Phylum,Class,Order,Family,Genus,S1,S2,S3,S4,S5,S6,MOsof,MOtun,MOexo,MOcru,MOcus,MOsta,L1,L2,L3,L4,EDasx,EDsxpl,EDsxbe,EDsxbr,LDpk,LDlc,LDdi,LHtub,LHbur,LHfre,LHcre,LHepi,LHatt,Sd0,Sd1,Sd2,Sd3,Fspf,Fsdf,Fssf,Fsca,Fprd,Fpar,M1,M4,M3,M2,Rdif,Rsrf,Rup,Rdow,Rno
Arthropoda,Malacostraca,Cumacea,Bodotriidae,Vaunthompsonia,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,1,3,0,0,0,3,3,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0
Arthropoda,Malacostraca,Cumacea,Bodotriidae,,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,1,3,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0
Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastylis,1,1,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,1,3,0,0,0,3,3,0,0,2,2,2,0,0,0,0,3,0,3,1,1,0,0,0
Arthropoda,Malacostraca,Cumacea,Diastylidae,Diastyloides,1,1,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,1,3,0,0,0,3,3,0,0,1,1,1,0,0,0,0,3,0,1,1,1,0,0,0
Arthropoda,Malacostraca,Cumacea,Diastylidae,Leptostylis,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,1,3,0,0,0,3,3,0,0,1,1,1,0,0,0,0,3,0,1,1,1,0,0,0
Arthropoda,Malacostraca,Cumacea,Diastylidae,,1,1,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,1,3,0,0,0,1,1,0,0,1,1,1,0,0,0,0,3,0,1,1,1,0,0,0
Arthropoda,Malacostraca,Cumacea,Lampropidae,Hemilamprops,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,3,0,0,1,1,1,0,0,0,0,3,0,1,1,1,0,0,0
Arthropoda,Malacostraca,Cumacea,Leuconidae,Eudorella,1,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,3,0,0,1,3,3,0,0,0,0,3,3,1,1,1,0,0,0
Arthropoda,Malacostraca,Cumacea,Leuconidae,Eudorellopsis,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,3,0,0,1,1,1,0,0,0,0,3,3,1,1,1,0,0,0
Arthropoda,Malacostraca,Cumacea,Leuconidae,Leucon,1,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,3,0,0,1,1,1,0,0,0,0,3,3,1,1,1,0,0,0
Arthropoda,Malacostraca,Cumacea,Leuconidae,,1,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,1,1,0,0,1,1,1,0,0,0,0,3,3,1,1,1,0,0,0
Arthropoda,Malacostraca,Cumacea,Nannastacidae,Campylaspis,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,2,2,0,0,3,0,0,0,1,0,0,0
Arthropoda,Malacostraca,Cumacea,Nannastacidae,Nannastacus,3,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0
Arthropoda,Malacostraca,Cumacea,Pseudocumatidae,Petalosarsia,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,1,3,0,0,0,3,1,0,0,1,1,0,0,0,0,0,3,0,1,1,1,0,0,0
Arthropoda,Malacostraca,Cumacea,Pseudocumatidae,Pseudocuma,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,1,3,0,0,0,3,1,0,0,2,2,0,0,0,0,0,3,0,2,1,1,0,0,0
Arthropoda,Malacostraca,Cumacea,,,1,1,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,1,1,0,0,0,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,3,2,2,0,0,0
Arthropoda,Malacostraca,Decapoda,Atelecyclidae,Atelecyclus,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0
Arthropoda,Malacostraca,Decapoda,Axiidae,Axius,0,0,3,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,2,2,0,0,0
Arthropoda,Malacostraca,Decapoda,Axiidae,Calocaris,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,0,0,3,1,1,3,1,1,0,0,0,3,3,3,0,3,1,0
Arthropoda,Malacostraca,Decapoda,Callianassidae,Callianassa,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,3,0,3,0,0
Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,3,3,0,0,0,3,0,1,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,0,1,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,3,0,0,3,3,0,1,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Carcinidae,Portumnus,0,1,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,3,0,0,0,3,3,3,0,0,0,0,1,3,0,0,3,3,3,1,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Carcinidae,,0,1,1,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0,1,3,1,0,0,3,1,1,0,0,0,0,1,3,0,0,1,3,1,1,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Corystidae,Corystes,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0
Arthropoda,Malacostraca,Decapoda,Crangonidae,Crangon,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0
Arthropoda,Malacostraca,Decapoda,Crangonidae,Philocheras,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Crangonidae,Pontophilus,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0
Arthropoda,Malacostraca,Decapoda,Crangonidae,Sabinea,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Crangonidae,,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Epialtidae,Pisa,0,0,3,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Galatheidae,Galathea,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,2,0,0,0
Arthropoda,Malacostraca,Decapoda,Geryonidae,Geryon,0,0,3,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,3,3,0,0,0,3,3,1,1,0,0,0,3,3,0,0,0,3,3,1,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Goneplacidae,Goneplax,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,3,3,0,0,0,0
Arthropoda,Malacostraca,Decapoda,Hippolytidae,Hippolyte,0,1,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Inachidae,Achaeus,1,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Inachidae,Dorhynchus,0,3,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Inachidae,Inachus,0,1,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Inachidae,Macropodia,0,1,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Inachidae,,1,1,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,3,1,1,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Laomediidae,Jaxea,0,0,3,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,3,3,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0,3,3,3,0,3,3,0
Arthropoda,Malacostraca,Decapoda,Leucosiidae,Ebalia,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,1,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Lithodidae,Lithodes,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Majidae,Eurynome,1,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Majidae,Maja,0,0,0,1,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,3,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Majidae,,1,1,1,1,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,3,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Munididae,Munida,0,0,3,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,2,3,3,0,0,3,1,0,0,1,0,0,3,3,0,0,0,3,1,1,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephrops,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,3,1,0,0,3,3,0,0,3,3,3,3,3,0,0,0
Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,1,0,0,3,0,0,0,0,1,0,3,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Paguridae,Anapagurus,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,2,2,0,3,3,0,0,0,3,0,0,2,0,0,0
Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,3,3,0,0,0,3,0,0,2,0,0,0
Arthropoda,Malacostraca,Decapoda,Paguridae,,1,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,1,1,0,3,3,0,0,0,3,0,0,2,0,0,0
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,0,0,1,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0
Arthropoda,Malacostraca,Decapoda,Pandalidae,Atlantopandalus,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Pandalidae,Dichelopandalus,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalina,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Pandalidae,Pandalus,0,0,0,3,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0
Arthropoda,Malacostraca,Decapoda,Pandalidae,,0,0,1,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,3,0,0,3,0,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Pilumnidae,Pilumnus,1,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,3,3,0,0,0,3,0,1,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnotheres,1,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,1
Arthropoda,Malacostraca,Decapoda,Polybiidae,Liocarcinus,0,1,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,3,0,0,3,3,0,1,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Polybiidae,Macropipus,0,0,3,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,3,0,0,3,3,0,1,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Polybiidae,Necora,0,0,1,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,3,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Polybiidae,,0,1,1,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,3,3,0,0,3,3,0,1,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Porcellanidae,Pisidia,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Processidae,Processa,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,3,0,0,3,3,0,1,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,3,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Thiidae,Thia,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0
Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,0,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,3,0,0,3,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Thoridae,Eualus,0,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,3,0,0,1,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Thoridae,Spirontocaris,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,3,0,0,3,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Thoridae,,0,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,3,0,0,1,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,3,3,3,0,3,3,0
Arthropoda,Malacostraca,Decapoda,Xanthidae,Monodaeus,0,1,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,3,3,3,0,0,3,3,3,3,0,1,0,1,3,0,0,0,3,3,3,1,0,0,0
Arthropoda,Malacostraca,Decapoda,Xanthidae,Xantho,0,1,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,1,0,0,1
Arthropoda,Malacostraca,Decapoda,Xanthidae,,0,1,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,1,3,1,0,0,3,1,1,1,0,1,0,1,1,0,0,0,3,1,1,1,0,0,1
Arthropoda,Malacostraca,Decapoda,,Brachyura,0,1,1,1,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
Arthropoda,Malacostraca,Decapoda,,Caridea,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Nyctiphanes,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0
Arthropoda,Malacostraca,Isopoda,Anthuridae,Anthura,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Isopoda,Arcturidae,Astacilla,1,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,3,0,1,0,3,0,0,0,1,3,0,0,0,0,0,1,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Isopoda,Bopyridae,Pseudione,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1
Arthropoda,Malacostraca,Isopoda,Bopyridae,,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1
Arthropoda,Malacostraca,Isopoda,Cirolanidae,Cirolana,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,3,3,3,0,3,3,0,0,1,0,0,1
Arthropoda,Malacostraca,Isopoda,Cirolanidae,Conilera,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Isopoda,Cirolanidae,Eurydice,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,3,3,0,1,1,0,0,0
Arthropoda,Malacostraca,Isopoda,Cirolanidae,Natatolana,0,0,3,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,0,0,3,0,3,3,0,0,0,3,3,0,0,0,0,0,3,1,0,0,3,3,0,1,1,0,0,0
Arthropoda,Malacostraca,Isopoda,Cirolanidae,,1,1,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,0,0,3,0,1,3,0,1,0,3,1,0,0,0,0,0,1,1,1,0,1,3,0,1,1,0,0,1
Arthropoda,Malacostraca,Isopoda,Gnathiidae,Gnathia,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,1
Arthropoda,Malacostraca,Isopoda,Holognathidae,Cleantis,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,2,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,0,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
Arthropoda,Malacostraca,Isopoda,Idoteidae,,0,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
Arthropoda,Malacostraca,Isopoda,Ionidae,Ione,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1
Arthropoda,Malacostraca,Isopoda,Janiridae,,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,3,1,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,1
Arthropoda,Malacostraca,Isopoda,Munnidae,Munna,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,3,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Pseudarachna,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Isopoda,Paramunnidae,PleurogonIum,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Cymodoce,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Isopoda,,,1,1,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,1,1,1,1,0,3,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1
Arthropoda,Malacostraca,Leptostraca,Nebaliidae,Nebalia,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Arthropoda,Malacostraca,Leptostraca,Nebaliidae,Sarsinebalia,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Arthropoda,Malacostraca,Mysida,Mysidae,Anchialina,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,3,0,0,1,0,0,0
Arthropoda,Malacostraca,Mysida,Mysidae,Gastrosaccus,0,1,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,1,0,0,3,3,0,1,0,0,0,3,3,1,1,1,0,0,0
Arthropoda,Malacostraca,Mysida,Mysidae,Heteromysis,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,1,3,0,3,0,3,1,0,0,3,0,0,0,0,0,0,3,3,0,0,1,0,0,1
Arthropoda,Malacostraca,Mysida,Mysidae,Mesopodopsis,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,1,0,0,1,0,0,0
Arthropoda,Malacostraca,Mysida,Mysidae,Mysidopsis,1,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,1,0,0,1,0,0,1
